RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06003 | Alpine County, California",6,3,"06085 | Santa Clara County, California",6,85,Estimate,0
"06003 | Alpine County, California",6,3,"06087 | Santa Cruz County, California",6,87,Estimate,0
"06003 | Alpine County, California",6,3,"06089 | Shasta County, California",6,89,Estimate,0
"06003 | Alpine County, California",6,3,"06091 | Sierra County, California",6,91,Estimate,0
"06003 | Alpine County, California",6,3,"06093 | Siskiyou County, California",6,93,Estimate,0
"06003 | Alpine County, California",6,3,"06095 | Solano County, California",6,95,Estimate,0
"06003 | Alpine County, California",6,3,"06097 | Sonoma County, California",6,97,Estimate,0
"06003 | Alpine County, California",6,3,"06099 | Stanislaus County, California",6,99,Estimate,0
"06003 | Alpine County, California",6,3,"06101 | Sutter County, California",6,101,Estimate,0
"06003 | Alpine County, California",6,3,"06103 | Tehama County, California",6,103,Estimate,0
"06003 | Alpine County, California",6,3,"06105 | Trinity County, California",6,105,Estimate,0
"06003 | Alpine County, California",6,3,"06107 | Tulare County, California",6,107,Estimate,0
"06003 | Alpine County, California",6,3,"06109 | Tuolumne County, California",6,109,Estimate,0
"06003 | Alpine County, California",6,3,"06111 | Ventura County, California",6,111,Estimate,0
"06003 | Alpine County, California",6,3,"06113 | Yolo County, California",6,113,Estimate,0
"06003 | Alpine County, California",6,3,"06115 | Yuba County, California",6,115,Estimate,0
"06005 | Amador County, California",6,5,"06011 | Colusa County, California",6,11,Estimate,0
"06005 | Amador County, California",6,5,"06015 | Del Norte County, California",6,15,Estimate,0
"06005 | Amador County, California",6,5,"06019 | Fresno County, California",6,19,Estimate,0
"06005 | Amador County, California",6,5,"06021 | Glenn County, California",6,21,Estimate,0
"06005 | Amador County, California",6,5,"06023 | Humboldt County, California",6,23,Estimate,0
"06005 | Amador County, California",6,5,"06025 | Imperial County, California",6,25,Estimate,0
"06005 | Amador County, California",6,5,"06027 | Inyo County, California",6,27,Estimate,0
"06005 | Amador County, California",6,5,"06031 | Kings County, California",6,31,Estimate,0
"06005 | Amador County, California",6,5,"06033 | Lake County, California",6,33,Estimate,0
"06005 | Amador County, California",6,5,"06035 | Lassen County, California",6,35,Estimate,0
"06005 | Amador County, California",6,5,"06039 | Madera County, California",6,39,Estimate,0
"06005 | Amador County, California",6,5,"06043 | Mariposa County, California",6,43,Estimate,0
"06005 | Amador County, California",6,5,"06047 | Merced County, California",6,47,Estimate,0
"06005 | Amador County, California",6,5,"06049 | Modoc County, California",6,49,Estimate,0
"06005 | Amador County, California",6,5,"06051 | Mono County, California",6,51,Estimate,0
"06005 | Amador County, California",6,5,"06053 | Monterey County, California",6,53,Estimate,0
"06005 | Amador County, California",6,5,"06055 | Napa County, California",6,55,Estimate,0
"06005 | Amador County, California",6,5,"06059 | Orange County, California",6,59,Estimate,0
"06005 | Amador County, California",6,5,"06063 | Plumas County, California",6,63,Estimate,0
"06005 | Amador County, California",6,5,"06065 | Riverside County, California",6,65,Estimate,0
"06005 | Amador County, California",6,5,"06069 | San Benito County, California",6,69,Estimate,0
"06005 | Amador County, California",6,5,"06071 | San Bernardino County, California",6,71,Estimate,0
"06005 | Amador County, California",6,5,"06073 | San Diego County, California",6,73,Estimate,0
"06005 | Amador County, California",6,5,"06079 | San Luis Obispo County, California",6,79,Estimate,0
"06005 | Amador County, California",6,5,"06083 | Santa Barbara County, California",6,83,Estimate,0
"06005 | Amador County, California",6,5,"06087 | Santa Cruz County, California",6,87,Estimate,0
"06005 | Amador County, California",6,5,"06089 | Shasta County, California",6,89,Estimate,0
"06005 | Amador County, California",6,5,"06091 | Sierra County, California",6,91,Estimate,0
"06005 | Amador County, California",6,5,"06093 | Siskiyou County, California",6,93,Estimate,0
"06005 | Amador County, California",6,5,"06101 | Sutter County, California",6,101,Estimate,0
"06005 | Amador County, California",6,5,"06103 | Tehama County, California",6,103,Estimate,0
"06005 | Amador County, California",6,5,"06105 | Trinity County, California",6,105,Estimate,0
"06005 | Amador County, California",6,5,"06109 | Tuolumne County, California",6,109,Estimate,0
"06005 | Amador County, California",6,5,"06115 | Yuba County, California",6,115,Estimate,0
"06007 | Butte County, California",6,7,"06003 | Alpine County, California",6,3,Estimate,0
"06007 | Butte County, California",6,7,"06009 | Calaveras County, California",6,9,Estimate,0
"06007 | Butte County, California",6,7,"06015 | Del Norte County, California",6,15,Estimate,0
"06007 | Butte County, California",6,7,"06027 | Inyo County, California",6,27,Estimate,0
"06007 | Butte County, California",6,7,"06039 | Madera County, California",6,39,Estimate,0
"06007 | Butte County, California",6,7,"06051 | Mono County, California",6,51,Estimate,0
"06007 | Butte County, California",6,7,"06065 | Riverside County, California",6,65,Estimate,0
"06007 | Butte County, California",6,7,"06069 | San Benito County, California",6,69,Estimate,0
"06007 | Butte County, California",6,7,"06073 | San Diego County, California",6,73,Estimate,0
"06007 | Butte County, California",6,7,"06083 | Santa Barbara County, California",6,83,Estimate,0
"06007 | Butte County, California",6,7,"06091 | Sierra County, California",6,91,Estimate,0
"06007 | Butte County, California",6,7,"06093 | Siskiyou County, California",6,93,Estimate,0
"06007 | Butte County, California",6,7,"06099 | Stanislaus County, California",6,99,Estimate,0
"06007 | Butte County, California",6,7,"06107 | Tulare County, California",6,107,Estimate,0
"06007 | Butte County, California",6,7,"06109 | Tuolumne County, California",6,109,Estimate,0
"06007 | Butte County, California",6,7,"06111 | Ventura County, California",6,111,Estimate,0
"06009 | Calaveras County, California",6,9,"06007 | Butte County, California",6,7,Estimate,0
"06009 | Calaveras County, California",6,9,"06011 | Colusa County, California",6,11,Estimate,0
"06009 | Calaveras County, California",6,9,"06015 | Del Norte County, California",6,15,Estimate,0
"06009 | Calaveras County, California",6,9,"06017 | El Dorado County, California",6,17,Estimate,0
"06009 | Calaveras County, California",6,9,"06019 | Fresno County, California",6,19,Estimate,0
"06009 | Calaveras County, California",6,9,"06021 | Glenn County, California",6,21,Estimate,0
"06009 | Calaveras County, California",6,9,"06023 | Humboldt County, California",6,23,Estimate,0
"06009 | Calaveras County, California",6,9,"06025 | Imperial County, California",6,25,Estimate,0
"06009 | Calaveras County, California",6,9,"06027 | Inyo County, California",6,27,Estimate,0
"06009 | Calaveras County, California",6,9,"06029 | Kern County, California",6,29,Estimate,0
"06009 | Calaveras County, California",6,9,"06031 | Kings County, California",6,31,Estimate,0
"06009 | Calaveras County, California",6,9,"06033 | Lake County, California",6,33,Estimate,0
"06009 | Calaveras County, California",6,9,"06035 | Lassen County, California",6,35,Estimate,0
"06009 | Calaveras County, California",6,9,"06037 | Los Angeles County, California",6,37,Estimate,0
"06009 | Calaveras County, California",6,9,"06039 | Madera County, California",6,39,Estimate,0
"06009 | Calaveras County, California",6,9,"06043 | Mariposa County, California",6,43,Estimate,0
"06009 | Calaveras County, California",6,9,"06045 | Mendocino County, California",6,45,Estimate,0
"06009 | Calaveras County, California",6,9,"06049 | Modoc County, California",6,49,Estimate,0
"06009 | Calaveras County, California",6,9,"06051 | Mono County, California",6,51,Estimate,0
"06009 | Calaveras County, California",6,9,"06053 | Monterey County, California",6,53,Estimate,0
"06009 | Calaveras County, California",6,9,"06057 | Nevada County, California",6,57,Estimate,0
"06009 | Calaveras County, California",6,9,"06059 | Orange County, California",6,59,Estimate,0
"06009 | Calaveras County, California",6,9,"06063 | Plumas County, California",6,63,Estimate,0
"06009 | Calaveras County, California",6,9,"06065 | Riverside County, California",6,65,Estimate,0
"06009 | Calaveras County, California",6,9,"06069 | San Benito County, California",6,69,Estimate,0
"06009 | Calaveras County, California",6,9,"06071 | San Bernardino County, California",6,71,Estimate,0
"06009 | Calaveras County, California",6,9,"06073 | San Diego County, California",6,73,Estimate,0
"06009 | Calaveras County, California",6,9,"06079 | San Luis Obispo County, California",6,79,Estimate,0
"06009 | Calaveras County, California",6,9,"06083 | Santa Barbara County, California",6,83,Estimate,0
"06009 | Calaveras County, California",6,9,"06091 | Sierra County, California",6,91,Estimate,0
"06009 | Calaveras County, California",6,9,"06101 | Sutter County, California",6,101,Estimate,0
"06009 | Calaveras County, California",6,9,"06103 | Tehama County, California",6,103,Estimate,0
"06009 | Calaveras County, California",6,9,"06105 | Trinity County, California",6,105,Estimate,0
"06009 | Calaveras County, California",6,9,"06107 | Tulare County, California",6,107,Estimate,0
"06009 | Calaveras County, California",6,9,"06111 | Ventura County, California",6,111,Estimate,0
"06009 | Calaveras County, California",6,9,"06115 | Yuba County, California",6,115,Estimate,0
"06011 | Colusa County, California",6,11,"06003 | Alpine County, California",6,3,Estimate,0
"06011 | Colusa County, California",6,11,"06005 | Amador County, California",6,5,Estimate,0
"06011 | Colusa County, California",6,11,"06009 | Calaveras County, California",6,9,Estimate,0
"06011 | Colusa County, California",6,11,"06013 | Contra Costa County, California",6,13,Estimate,0
"06011 | Colusa County, California",6,11,"06015 | Del Norte County, California",6,15,Estimate,0
"06011 | Colusa County, California",6,11,"06017 | El Dorado County, California",6,17,Estimate,0
"06011 | Colusa County, California",6,11,"06019 | Fresno County, California",6,19,Estimate,0
"06011 | Colusa County, California",6,11,"06023 | Humboldt County, California",6,23,Estimate,0
"06011 | Colusa County, California",6,11,"06025 | Imperial County, California",6,25,Estimate,0
"06011 | Colusa County, California",6,11,"06027 | Inyo County, California",6,27,Estimate,0
"06011 | Colusa County, California",6,11,"06029 | Kern County, California",6,29,Estimate,0
"06011 | Colusa County, California",6,11,"06031 | Kings County, California",6,31,Estimate,0
"06011 | Colusa County, California",6,11,"06033 | Lake County, California",6,33,Estimate,0
"06011 | Colusa County, California",6,11,"06035 | Lassen County, California",6,35,Estimate,0
"06011 | Colusa County, California",6,11,"06037 | Los Angeles County, California",6,37,Estimate,0
"06011 | Colusa County, California",6,11,"06039 | Madera County, California",6,39,Estimate,0
"06011 | Colusa County, California",6,11,"06041 | Marin County, California",6,41,Estimate,0
"06011 | Colusa County, California",6,11,"06043 | Mariposa County, California",6,43,Estimate,0
"06011 | Colusa County, California",6,11,"06047 | Merced County, California",6,47,Estimate,0
"06011 | Colusa County, California",6,11,"06049 | Modoc County, California",6,49,Estimate,0
"06011 | Colusa County, California",6,11,"06051 | Mono County, California",6,51,Estimate,0
"06011 | Colusa County, California",6,11,"06053 | Monterey County, California",6,53,Estimate,0
"06011 | Colusa County, California",6,11,"06055 | Napa County, California",6,55,Estimate,0
"06011 | Colusa County, California",6,11,"06057 | Nevada County, California",6,57,Estimate,0
"06011 | Colusa County, California",6,11,"06059 | Orange County, California",6,59,Estimate,0
"06011 | Colusa County, California",6,11,"06063 | Plumas County, California",6,63,Estimate,0
"06011 | Colusa County, California",6,11,"06065 | Riverside County, California",6,65,Estimate,0
"06011 | Colusa County, California",6,11,"06069 | San Benito County, California",6,69,Estimate,0
"06011 | Colusa County, California",6,11,"06071 | San Bernardino County, California",6,71,Estimate,0
"06011 | Colusa County, California",6,11,"06073 | San Diego County, California",6,73,Estimate,0
"06011 | Colusa County, California",6,11,"06077 | San Joaquin County, California",6,77,Estimate,0
